bathrooms,house_condition,house_grade,schools_nearby,built_year,house_area,living_area,inflation_rate,bedrooms,floors,living_area,price
3,5,10,3,2017,2850,2460,0.1,3,2,2460,3250000
5,5,10,3,2017,4170,4300,0.1,6,2,4300,3458000
3,5,10,3,2015,2830,2830,0.1,3,2,2830,2808000
4,5,10,3,2017,2760,3080,0.1,3,2,3080,3276000
4,5,10,3,2017,2500,2910,0.1,4,2,2910,2990000
3,5,10,3,2017,2220,2330,0.1,3,2,2330,3276000
3,5,10,3,2015,1780,2840,0.1,4,2,2840,2808000
3,5,10,3,2017,2620,1790,0.1,4,2,1790,3120000
4,5,10,3,2017,2190,2010,0.1,5,2,2010,3614000
6,5,10,3,2014,4140,4440,0.1,4,2,4440,2756000
3,5,10,3,2015,2090,2510,0.1,4,2,2510,2808000
4,5,10,3,2017,4210,4630,0,5,2,4630,3425000
3,5,10,3,2016,2340,2350,0,5,2,2350,2725000
3,5,10,3,2010,3760,3930,0,4,2,3930,2525000
4,5,10,3,2014,3860,3600,0,6,2,3600,2675000
4,5,10,3,2017,4010,3550,0,4,2,3550,3475000
4,5,10,3,2017,5400,1690,0,3,2,1690,3025000
3,5,10,3,2017,1790,2490,0,3,2,2490,3475000
4,5,10,3,2017,1960,1940,0,4,2,1940,3175000
4,5,10,3,2009,2000,2390,0,4,2,2390,2500000
2,5,10,3,2017,1910,2050,0,5,2,2050,2825000
4,5,10,3,2017,4010,4010,0,5,2,4010,2750000
4,5,10,3,2017,2560,3110,0,3,2,3110,3300000
4,5,10,3,2009,2850,3640,0,4,2,3640,2495000
3,5,10,3,2017,1670,2290,0,4,2,2290,2825000
4,5,10,3,2013,2320,2400,-0.1,4,2,2400,2205000
4,5,10,3,2017,2560,1860,-0.1,4,2,1860,2772000
4,5,10,3,2017,2330,3880,-0.1,4,2,3880,2730000
4,5,10,3,2011,3110,3600,-0.1,4,2,3600,2163000
3,5,10,3,2015,3720,3530,-0.1,3,2,3530,2268000
4,5,10,3,2017,3490,1810,-0.1,4,2,1810,2646000
2,5,10,3,2017,1560,2890,-0.1,3,2,2890,2520000
4,5,10,3,2017,4410,2720,-0.1,5,2,2720,2604000
3,5,10,3,2017,4280,3310,-0.1,4,2,3310,2583000
3,5,10,3,2017,1860,2500,-0.1,4,2,2500,2478000
3,5,10,3,2014,3270,4180,-0.1,4,2,4180,2247000
3,5,10,3,2011,2370,2510,-0.1,4,2,2510,2163000
5,5,10,3,2017,4150,3230,-0.1,5,2,3230,2541000
3,5,10,3,2017,3480,3960,-0.1,4,2,3960,2499000
4,5,10,3,2017,4740,4800,-0.1,4,2,4800,2415000
3,5,10,3,2014,2730,2610,-0.1,4,2,2610,2247000
4,5,10,3,2010,2640,1980,-0.1,4,2,1980,2121000
3,5,10,3,2007,3010,2510,-0.1,4,2,2510,2058000
5,5,10,3,2017,3510,4220,-0.1,5,2,4220,2541000
3,5,10,3,2017,2960,2500,-0.1,4,2,2500,2625000
4,5,10,3,2017,3500,3120,-0.1,3,2,3120,2919000
2,5,10,3,2017,1930,1680,0.1,4,2,1680,2553000
4,5,10,3,2013,4400,4440,0.1,4,2,4440,2415000
5,5,10,3,2017,3530,1750,0.1,5,2,1750,3220000
2,5,10,3,2017,2340,2460,0.1,5,2,2460,2576000
4,5,10,3,2017,2000,1600,0.1,6,2,1600,2599000
3,5,10,3,2013,3950,2350,0.1,4,2,2350,2415000
5,5,10,3,2013,1990,2110,0.1,4,2,2110,2415000
3,5,10,3,2017,3670,3370,0.1,4,2,3370,2806000
3,5,10,3,2007,2380,3030,0.1,4,2,3030,2253310
4,5,10,3,2017,2870,2550,0.1,4,2,2550,2783000
4,5,10,3,2017,2290,3090,0.1,3,2,3090,2990000
4,5,10,3,2017,4750,3300,0.1,4,2,3300,2576000
4,5,10,3,2017,2250,2660,0.5,4,2,2660,2838000
4,5,10,3,2017,4360,3570,0.5,5,2,3570,2838000
3,5,10,3,2017,4170,4670,0.5,5,2,4670,2860000
3,5,10,3,2013,2820,2260,0.7,4,2,2260,2100000
5,5,10,3,2017,4010,3370,0.7,5,2,3370,2300000
4,5,10,3,2017,3040,3240,0.7,4,2,3240,2700000
3,5,10,3,2015,2240,2930,0.7,3,2,2930,2160000
3,5,10,3,2010,2160,1600,0.9,4,2,1600,2754000
4,5,10,3,2017,2240,2354,1,4,2,2354,3080000
3,5,10,3,2017,2220,2740,1,5,2,2740,3304000
4,5,10,3,2017,4160,5330,1,4,2,5330,3220000
4,5,10,3,2009,2060,2850,1,4,2,2850,2800000
5,5,10,3,2017,3610,4350,1,6,2,4350,3864000
1,5,10,3,2011,1950,2220,1,3,2,2220,2884000
3,5,10,3,2013,4080,3520,1,4,2,3520,2940000
2,5,10,3,2009,1690,2440,1.1,3,2,2440,2695950
2,5,10,3,2008,2190,2190,1.1,3,2,2190,2667600
4,5,10,3,2017,3360,3330,0.5,4,2,3330,2880000
3,5,10,3,2010,2860,2360,0.5,3,2,2360,2424000
4,5,10,3,2017,3900,3860,0.2,6,2,3860,2280000
2,5,10,3,2013,2250,1440,0.2,3,2,1440,2100000
3,5,10,3,2017,3080,2480,0.2,4,2,2480,2340000
3,5,10,3,2016,1840,3420,0.2,3,2,3420,2180000
3,5,10,3,2008,3820,3820,0.2,4,2,3820,1983000
3,5,10,3,2017,3220,3100,0.2,3,2,3100,2240000
3,5,10,3,2017,3400,3080,0.2,5,2,3080,2560000
3,5,10,3,2015,4020,2590,0.2,3,2,2590,2160000
4,5,10,3,2017,2190,2150,0.2,4,2,2150,2280000
4,5,10,3,2015,3740,2040,0.2,5,2,2040,2160000
4,5,10,3,2010,2590,2430,0.9,4,2,2430,2222000
3,5,10,3,2017,3520,2520,0.9,5,2,2520,2420000
3,5,10,3,2017,2040,3110,0.5,4,2,3110,2990000
4,5,10,3,2017,3790,3410,0.5,4,2,3410,2990000
4,5,10,3,2017,5300,3730,0.5,4,2,3730,2645000
5,5,10,3,2017,5040,4300,0.3,5,2,4300,3072000
4,5,10,3,2017,2740,3720,0.3,5,2,3720,3168000
4,5,10,3,2017,2550,1830,0.3,4,2,1830,3336000
3,5,10,3,2017,1590,2470,0.3,3,2,2470,2904000
3,5,10,3,2017,2120,2100,0.3,5,2,2100,2640000
3,5,10,3,2017,4700,2870,0.5,4,2,2870,2596000
4,5,10,3,2017,1860,2310,0.5,5,2,2310,3036000
2,5,10,3,2010,2610,2900,0.5,3,2,2900,2244000
4,5,10,3,2017,2840,2870,0.9,7,2,2870,3213000
3,5,10,3,2017,4470,3210,-0.1,4,2,3210,1232000
4,5,10,3,2017,3110,4560,-0.1,4,2,4560,1342000
4,5,10,3,2017,2050,2070,0.6,5,2,2070,2442000
3,5,10,3,2017,3730,3200,0.6,4,2,3200,2772000
3,5,10,3,2017,3430,3440,0.6,3,2,3440,2640000
4,5,10,3,2014,5320,4640,0.6,4,2,4640,2332000
4,5,10,3,2011,3000,3970,0.6,4,2,3970,2266000
3,5,10,3,2017,4040,2620,0.6,3,2,2620,2684000
4,5,10,3,2017,3760,5200,0.4,5,2,5200,3536000
4,5,10,3,2009,2290,1850,0,4,2,1850,2499875
4,5,10,3,2017,3150,4300,0,4,2,4300,2875000
4,5,10,3,2017,4170,2990,0,4,2,2990,2750000
3,5,10,3,2013,1810,2000,-0.1,4,2,2000,2205000
5,5,10,3,2009,2900,2540,-0.1,5,2,2540,1100000
4,5,10,3,2017,4210,3860,-0.1,4,2,3860,1265000
3,5,10,3,2017,3200,1650,-0.1,4,2,1650,1386000
4,5,10,3,2017,1960,3670,0.7,4,2,3670,2394000
1,5,10,3,2017,1670,1910,0.6,5,2,1910,2860000
3,5,10,3,2017,4240,3720,0.6,4,2,3720,2552000
3,5,10,3,2012,3770,3710,0.4,4,2,3710,2704000
4,5,10,3,2017,3700,3880,0.4,4,2,3880,3354000
4,5,10,3,2017,2560,3100,0.4,4,2,3100,3640000
3,5,10,3,2017,3060,3060,0.1,3,2,3060,3302000
4,5,10,3,2017,3140,2100,0.1,4,2,2100,3146000
4,5,10,3,2017,2840,3210,0,4,2,3210,2775000
3,5,10,3,2017,2770,2720,0,4,2,2720,3000000
3,5,10,3,2011,3680,3600,0,3,2,3600,2575000
3,5,10,3,2017,1920,2790,0,2,2,2790,2875000
4,5,10,3,2013,3830,4080,0,4,2,4080,2625000
1,5,10,3,2009,1880,2580,0.1,3,2,2580,2300000
4,5,10,3,2008,2600,2430,0.1,3,2,2430,2265500
3,5,10,3,2017,3370,2470,0.1,5,2,2470,2875000
3,5,10,3,2017,2070,3300,0.1,3,2,3300,2875000
4,5,10,3,2017,2850,1290,0.1,4,2,1290,2944000
3,5,10,3,2014,2250,2660,0.9,4,2,2660,2862000
3,5,10,3,2017,2370,2420,0.9,4,2,2420,3294000
4,5,10,3,2014,3370,3710,0.9,3,2,3710,2889000
3,5,10,3,2014,1950,2290,0.9,3,2,2290,2889000
3,5,10,3,2017,2110,3130,0.9,3,2,3130,3240000
3,5,10,3,2017,3570,3770,-0.1,4,2,3770,1397000
3,5,10,3,2009,2800,2010,0.7,4,2,2010,2097900
4,5,10,3,2017,2630,2340,0.7,4,2,2340,2310000
4,5,10,3,2017,3680,3710,0.6,3,2,3710,2706000
4,5,10,3,2012,4475,3720,0.6,5,2,3720,2288000
3,5,10,3,2017,3320,2870,0.1,4,2,2870,2886000
3,5,10,3,2017,2180,1820,0.1,4,2,1820,2886000
2,5,10,3,2007,1920,2300,0.1,4,2,2300,2548000
4,5,10,3,2008,3830,3640,0,4,2,3640,2474975
4,5,10,3,2014,2260,1580,0.1,5,2,1580,2461000
4,5,10,3,2010,4050,4770,0.1,5,2,4770,2323000
4,5,10,3,2008,4090,3860,0.1,5,2,3860,2288500
4,5,10,3,2013,4160,3400,0.1,4,2,3400,2415000
3,5,10,3,2009,2910,2780,0.1,4,2,2780,2295400
3,5,10,3,2017,2500,2810,0.7,3,2,2810,2499000
4,5,10,3,2010,1840,1840,0.7,3,2,1840,2121000
4,5,10,3,2017,4170,4560,0.7,4,2,4560,2520000
4,5,10,3,2017,4420,3510,0.7,4,2,3510,2793000
4,5,10,3,2010,2060,1470,0.7,4,2,1470,2121000
3,5,10,3,2017,2570,2570,0.7,4,2,2570,2457000
4,5,10,3,2017,3260,4620,0.6,6,2,4620,2574000
4,5,10,3,2015,4800,4750,0.6,4,2,4750,2376000
3,5,10,3,2017,1500,1720,0.6,2,2,1720,2772000
3,5,10,3,2008,1880,2300,0.6,3,2,2300,2178000
3,5,10,3,2008,2370,2090,0.1,3,2,2090,2574000
4,5,10,3,2017,2760,3210,0.1,6,2,3210,2860000
4,5,10,3,2012,3280,4030,0,4,2,4030,2600000
3,5,10,3,2015,4200,3540,0,4,2,3540,2700000
3,5,10,3,2017,3590,3590,0,4,2,3590,2750000
6,5,10,3,2017,6110,4190,-0.1,4,2,4190,2772000
4,5,10,3,2017,2610,1940,-0.1,4,2,1940,2751000
4,5,10,3,2017,5844,3413,0.1,4,2,3413,2944000
3,5,10,3,2016,3930,3930,0.7,4,2,3930,2180000
3,5,10,3,2017,2860,2890,0.7,4,2,2890,2400000
3,5,10,3,2017,3870,3560,0.7,4,2,3560,2940000
2,5,10,3,2017,1790,2580,0.7,3,2,2580,2940000
4,5,10,3,2017,3360,2800,0.7,4,2,2800,2436000
5,5,10,3,2017,4610,4400,0.4,5,2,4400,3042000
3,5,10,3,2008,2020,2340,0.4,4,2,2340,2574000
3,5,10,3,2007,3780,3310,0.4,4,2,3310,2548000
3,5,10,3,2012,4570,3860,0.1,3,2,3860,2704000
4,5,10,3,2008,4260,4020,0.1,5,2,4020,2584400
4,5,10,3,2008,4115,3950,-0.1,5,2,3950,2076543
3,5,10,3,2012,2830,2840,0.1,4,2,2840,2392000
3,5,10,3,2008,2100,1820,0.7,3,2,1820,1980800
3,5,10,3,2017,1270,2240,-0.1,4,2,2240,1309000
4,5,10,3,2017,3410,2650,-0.1,4,2,2650,1551000
5,5,10,3,2017,3600,3600,0.7,4,2,3600,2751000
4,5,10,3,2017,3280,3340,0.7,4,2,3340,2604000
4,5,10,3,2014,3990,3490,0.7,5,2,3490,2247000
3,5,10,3,2017,2610,3330,0.7,5,2,3330,2499000
3,5,10,3,2011,2430,3440,0.7,3,2,3440,2163000
4,5,10,3,2017,2900,2100,0.4,5,2,2100,3146000
2,5,10,3,2014,2370,3860,0.4,2,2,3860,2756000
4,5,10,3,2010,2550,1050,-0.1,4,2,1050,2121000
2,5,10,3,2013,1530,2010,0.1,3,2,2010,2415000
3,5,10,3,2009,2044,2440,0.5,3,2,2440,2200000
3,5,10,3,2017,2980,1720,0.7,6,2,1720,2620000
3,5,10,3,2013,3080,2810,0.7,4,2,2810,2100000
4,5,10,3,2009,3150,3550,0.7,5,2,3550,1996000
3,5,10,3,2017,2180,1870,-0.1,6,2,1870,1243000
2,5,10,3,2017,2390,2390,-0.1,3,2,2390,1210000
3,5,10,3,2017,1980,2370,0.7,4,2,2370,2793000
3,5,10,3,2015,4000,3540,0.7,3,2,3540,2268000
4,5,10,3,2017,2500,2740,0.7,5,2,2740,2583000
5,5,10,3,2008,3000,3480,0.7,4,2,3480,2089500
5,5,10,3,2017,4820,4170,0.7,6,2,4170,2394000
4,5,10,3,2017,4410,4760,0.7,4,2,4760,2772000
6,5,10,3,2017,4930,4470,0.7,7,2,4470,2604000
3,5,10,3,2013,2560,3590,0.6,3,2,3590,2310000
3,5,10,3,2017,4190,3650,0.4,3,2,3650,2990000
4,5,10,3,2017,2060,2240,0,5,2,2240,2775000
3,5,10,3,2008,3140,2750,-0.1,4,2,2750,2079000
4,5,10,3,2017,4400,3240,-0.1,4,2,3240,2415000
4,5,10,3,2017,2060,1500,0.5,4,2,1500,3036000
3,5,10,3,2017,2910,3220,0.5,2,2,3220,2882000
4,5,10,3,2017,3630,1660,0.5,3,2,1660,2882000
3,5,10,3,2017,3240,3470,0.5,3,2,3470,2838000
3,5,10,3,2009,2170,1910,-0.1,4,2,1910,1100000
3,5,10,3,2017,2060,1820,-0.1,4,2,1820,1342000
2,5,10,3,2014,1890,2180,-0.1,2,2,2180,1177000
3,5,10,3,2017,2760,3030,-0.1,3,2,3030,1309000
4,5,10,3,2011,3700,3880,-0.1,3,2,3880,1133000
3,5,10,3,2017,1840,3200,0.6,4,2,3200,2948000
4,5,10,3,2017,4410,2900,0.6,5,2,2900,2420000
3,5,10,3,2017,1940,2540,0.4,2,2,2540,3380000
3,5,10,3,2008,4070,2820,0.4,4,2,2820,2583100
3,5,10,3,2017,2470,3690,0.1,5,2,3690,3068000
4,5,10,3,2017,4220,4630,0,5,2,4630,2925000
4,5,10,3,2017,2130,3030,0,4,2,3030,3350000
4,5,10,3,2009,1900,1510,0,5,2,1510,2497500
4,5,10,3,2017,3580,2770,0,4,2,2770,2825000
3,5,10,3,2017,3180,3070,0,4,2,3070,3000000
4,5,10,3,2017,3260,3370,-0.1,4,2,3370,2814000
4,5,10,3,2015,3230,3230,-0.1,5,2,3230,2268000
3,5,10,3,2017,1560,2000,0.5,3,2,2000,2640000
5,5,10,3,2014,3950,3880,0.7,5,2,3880,2120000
4,5,10,3,2013,3440,3440,-0.1,4,2,3440,1155000
5,5,10,3,2017,4100,2010,-0.1,6,2,2010,1265000
3,5,10,3,2017,2830,2415,-0.1,3,2,2415,1287000
3,5,10,3,2009,4260,3490,-0.1,4,2,3490,1100000
3,5,10,3,2013,3030,2980,-0.1,4,2,2980,1155000
4,5,10,3,2017,3270,3380,0.6,4,2,3380,2750000
3,5,10,3,2009,1920,1810,0.6,4,2,1810,2200000
3,5,10,3,2017,2510,2740,0.4,4,2,2740,3640000
3,5,10,3,2017,1920,1870,0.4,3,2,1870,3614000
4,5,10,3,2017,3140,2280,0.4,3,2,2280,3120000
4,5,10,3,2008,2730,2040,0.1,3,2,2040,2589600
3,5,10,3,2017,2180,3770,0.1,4,2,3770,3614000
3,5,10,3,2017,2160,2660,0.1,2,2,2660,3120000
5,5,10,3,2017,3450,2650,0,5,2,2650,3500000
4,5,10,3,2014,2430,2620,0,4,2,2620,2650000
2,5,10,3,2017,1910,2970,0.7,3,2,2970,2540000
3,5,10,3,2017,2240,2420,0.7,3,2,2420,2660000
3,5,10,3,2017,3560,1660,0.7,4,2,1660,2720000
4,5,10,3,2013,4380,3630,-0.1,3,2,3630,1155000
4,5,10,3,2017,4740,2120,-0.1,4,2,2120,1320000
4,5,10,3,2017,2200,2310,0.7,4,2,2310,2562000
3,5,10,3,2017,3160,3490,0.7,4,2,3490,2499000
4,5,10,3,2017,3740,2510,0.6,4,2,2510,2508000
3,5,10,3,2017,4120,4390,0.6,4,2,4390,2860000
3,5,10,3,2017,2130,2700,0.4,4,2,2700,3380000
4,5,10,3,2017,2930,1560,0.1,5,2,1560,3198000
3,5,10,3,2017,2160,1340,0.1,5,2,1340,3120000
4,5,10,3,2015,2860,1520,0.1,5,2,1520,2808000
4,5,10,3,2017,4150,3330,0,4,2,3330,2950000
3,5,10,3,2017,2070,2720,0.1,4,2,2720,2599000
4,5,10,3,2017,1920,2400,0.1,4,2,2400,2921000
5,5,10,3,2012,3820,4920,0.1,4,2,4920,2392000
3,5,10,3,2009,2420,2390,0.7,4,2,2390,2095800
4,5,10,3,2008,4030,4090,0.6,4,2,4090,2167000
3,5,10,3,2017,3180,3180,0.1,4,2,3180,3432000
4,5,10,3,2017,3160,3450,0.1,4,2,3450,3250000
4,5,10,3,2017,2460,3160,0,4,2,3160,3450000
4,5,10,3,2017,5153,2610,-0.1,6,2,2610,2730000
3,5,10,3,2017,2280,2200,-0.1,3,2,2200,2793000
4,5,10,3,2008,2970,2520,-0.1,5,2,2520,2089500
2,5,10,3,2009,2040,1650,0.1,4,2,1650,2300000
5,5,10,3,2017,4350,3990,0.1,5,2,3990,3174000
2,5,10,3,2017,3990,5790,0.7,4,2,5790,2520000
2,5,10,3,2017,1940,2550,0.7,3,2,2550,2793000
2,5,10,3,2017,2110,2690,0.7,3,2,2690,2415000
4,5,10,3,2017,2830,3200,0.7,4,2,3200,2583000
4,5,10,3,2017,4660,5080,0.7,4,2,5080,2688000
5,5,10,3,2010,4225,2870,0.7,4,2,2870,2121000
2,5,10,3,2017,1880,2280,0.7,3,2,2280,2856000
4,5,10,3,2014,3370,2040,0.7,5,2,2040,2247000
2,5,10,3,2017,2660,3320,0.6,4,2,3320,2860000
4,5,10,3,2017,3820,4310,0.6,4,2,4310,2728000
4,5,10,3,2017,4280,4920,0.4,4,2,4920,3666000
3,5,10,3,2017,2290,2980,0.4,5,2,2980,3432000
4,5,10,3,2013,3190,4010,0.4,4,2,4010,2730000
3,5,10,3,2017,3440,2822,-0.1,5,2,2822,2583000
5,5,10,3,2017,3080,2840,-0.1,4,2,2840,2625000
3,5,10,3,2009,2100,1780,0.7,3,2,1780,1999998
4,5,10,3,2013,3450,3220,0.7,4,2,3220,2205000
4,5,10,3,2015,3990,3230,0.7,4,2,3230,2268000
4,5,10,3,2017,2160,2390,0.7,4,2,2390,2814000
3,5,10,3,2017,1670,2310,0.7,3,2,2310,2415000
3,5,10,3,2017,3250,2890,0.7,4,2,2890,2961000
5,5,10,3,2009,4130,3890,0.4,5,2,3890,2594800
4,5,10,3,2017,3500,2630,0.1,4,2,2630,3510000
5,5,10,3,2017,3160,3800,0.1,4,2,3800,2622000
4,5,10,3,2008,3695,4160,0.5,4,2,4160,2188780
3,5,10,3,2017,1920,2110,0.5,4,2,2110,2420000
3,5,10,3,2017,2910,2420,0.7,3,2,2420,2800000
3,5,10,3,2017,1750,1920,-0.1,3,2,1920,1210000
3,5,10,3,2017,4950,4240,-0.1,4,2,4240,1265000
3,5,10,3,2008,1810,1820,-0.1,3,2,1820,1093400
5,5,10,3,2013,3320,3850,0.7,4,2,3850,2205000
3,5,10,3,2007,3610,2360,0.7,4,2,2360,2062200
3,5,10,3,2010,1670,2300,0.7,3,2,2300,2142000
3,5,10,3,2017,2750,2900,0.7,5,2,2900,2520000
4,5,10,3,2017,3830,5600,0.4,4,2,5600,3250000
3,5,10,3,2013,2300,1740,0.4,3,2,1740,2730000
4,5,10,3,2007,4133,1970,0.4,4,2,1970,2546700
3,5,10,3,2016,2680,2300,0.4,4,2,2300,2834000
4,5,10,3,2013,3260,3920,0.4,4,2,3920,2730000
4,5,10,3,2013,4240,4080,0,5,2,4080,2625000
4,5,10,3,2009,4270,2610,0,4,2,2610,2494875
3,5,10,3,2013,1810,2370,0,4,2,2370,2625000
4,5,10,3,2009,3430,3880,0.7,4,2,3880,1994000
3,5,10,3,2017,3840,3600,0.6,4,2,3600,2464000
3,5,10,3,2013,2750,2750,0.6,4,2,2750,2310000
4,5,10,3,2017,3480,4050,0.6,5,2,4050,2970000
3,5,10,3,2016,3010,3010,0.6,4,2,3010,2398000
3,5,10,3,2017,1930,3370,0.6,3,2,3370,2552000
4,5,10,3,2008,4130,3730,0.4,5,2,3730,2587000
3,5,10,3,2017,2550,1250,0.4,3,2,1250,2860000
6,5,10,3,2017,4040,4225,0.4,6,2,4225,3328000
4,5,10,3,2017,3180,4320,0.4,4,2,4320,3120000
3,5,10,3,2017,3520,3260,0,4,2,3260,3500000
3,5,10,3,2016,2780,1160,0,4,2,1160,2725000
3,5,10,3,2010,1940,1970,0,4,2,1970,2525000
4,5,10,3,2017,3120,3550,0,5,2,3550,3550000
4,5,10,3,2017,4770,2810,-0.1,5,2,2810,1496000
3,5,10,3,2017,2630,3850,0.6,4,2,3850,3080000
3,5,10,3,2008,2650,2400,0.6,3,2,2400,2189000
2,5,10,3,2009,1780,2320,0.6,4,2,2320,2200000
4,5,10,3,2017,4190,3300,0.4,4,2,3300,3016000
4,5,10,3,2017,4280,3960,0.1,5,2,3960,2964000
3,5,10,3,2011,4110,2710,0.1,3,2,2710,2678000
3,5,10,3,2017,3200,4050,0.1,4,2,4050,3302000
3,5,10,3,2007,2160,1890,0,5,2,1890,2449250
4,5,10,3,2014,2990,3500,0,3,2,3500,2650000
4,5,10,3,2012,4180,3570,0,5,2,3570,2600000
4,5,10,3,2017,2470,1780,0,5,2,1780,3450000
3,5,10,3,2017,3300,3150,0.1,5,2,3150,2553000
3,5,10,3,2012,3170,3190,0.1,4,2,3190,2392000
3,5,10,3,2017,1940,1790,0.1,4,2,1790,2645000
4,5,10,3,2017,3020,3020,0.5,3,2,3020,3080000
4,5,10,3,2017,2980,2870,0.5,4,2,2870,2948000
3,5,10,3,2017,2090,2730,-0.1,3,2,2730,1507000
3,5,10,3,2017,3150,3200,-0.1,4,2,3200,1386000
3,5,10,3,2017,2810,2500,0.7,3,2,2500,2457000
2,5,10,3,2017,2120,2090,0.7,4,2,2090,2520000
3,5,10,3,2017,3330,2390,0.7,4,2,2390,2310000
4,5,10,3,2017,4200,3990,0.6,4,2,3990,2530000
3,5,10,3,2017,2940,3720,0.6,4,2,3720,2552000
2,5,10,3,2010,2600,2750,0.6,4,2,2750,2244000
4,5,10,3,2017,4750,5380,0.6,5,2,5380,2442000
4,5,10,3,2017,3210,4080,0.6,4,2,4080,2838000
3,5,10,3,2017,2900,3390,0,4,2,3390,3350000
3,5,10,3,2017,1940,2540,0,4,2,2540,2750000
4,5,10,3,2017,4180,1800,0.1,5,2,1800,2898000
3,5,10,3,2014,2700,3390,0.1,3,2,3390,2438000
4,5,10,3,2017,2510,1620,0.7,5,2,1620,2331000
4,5,10,3,2010,3770,1520,0.7,4,2,1520,2142000
3,5,10,3,2014,4570,4490,0.7,4,2,4490,2226000
4,5,10,3,2017,3170,3100,0.7,4,2,3100,2856000
1,5,10,3,2010,1500,2190,0.7,3,2,2190,2121000
3,5,10,3,2017,3340,1770,0.7,4,2,1770,2415000
3,5,10,3,2017,2510,1540,0.7,6,2,1540,2730000
3,5,10,3,2017,3410,3721,0.6,4,2,3721,2706000
3,5,10,3,2017,2880,2640,0.6,4,2,2640,2772000
3,5,10,3,2017,3820,2330,0.6,4,2,2330,2794000
4,5,10,3,2017,4370,4190,0.6,4,2,4190,2530000
4,5,10,3,2017,2180,1410,0.6,5,2,1410,2882000
1,5,10,3,2009,1570,1850,0.1,2,2,1850,2596100
4,5,10,3,2014,4460,4540,0.1,4,2,4540,2756000
3,5,10,3,2017,2510,2560,0.1,3,2,2560,3094000
4,5,10,3,2017,3400,4310,0.1,4,2,4310,3276000
3,5,10,3,2010,2700,2080,0.1,4,2,2080,2652000
4,5,10,3,2017,1890,2470,0.1,4,2,2470,3458000
3,5,10,3,2014,2990,2760,0.1,4,2,2760,2756000
3,5,10,3,2017,2080,2840,0.1,3,2,2840,3458000
4,5,10,3,2012,4090,4290,-0.1,4,2,4290,2184000
4,5,10,3,2017,3960,3870,-0.1,4,2,3870,2499000
3,5,10,3,2017,2180,2880,-0.1,4,2,2880,2541000
3,5,10,3,2017,2200,2840,0.1,4,2,2840,2829000
3,5,10,3,2017,2660,3290,0.6,4,2,3290,2486000
3,5,10,3,2017,3420,4240,0.6,3,2,4240,2706000
3,5,10,3,2017,2770,2070,0.6,5,2,2070,2882000
2,5,10,3,2017,1890,2688,0.4,3,2,2688,2860000
3,5,10,3,2017,3310,3830,0.7,4,2,3830,2394000
2,5,10,3,2017,2300,2500,0.1,4,2,2500,3082000
2,5,10,3,2017,1760,1630,0.5,3,2,1630,2530000
5,5,10,3,2009,2120,2870,0,5,2,2870,2500000
4,5,10,3,2017,2750,2140,-0.3,6,2,2140,1625000
3,5,10,3,2013,1870,2950,-0.3,2,2,2950,1365000
3,5,10,3,2009,2180,2660,0.4,5,2,2660,2600000
3,5,10,3,2017,2820,3250,0.2,4,2,3250,2500000
4,5,10,3,2017,2170,1950,1,4,2,1950,3724000
3,5,10,3,2014,1790,2110,0,3,2,2110,2675000
3,5,10,3,2017,2590,2030,0,4,2,2030,3075000
3,5,10,3,2017,3890,3160,-0.1,5,2,3160,1210000
3,5,10,3,2017,2440,2960,0.7,3,2,2960,2814000
5,5,10,3,2008,3720,2460,0.7,3,2,2460,2089500
4,5,10,3,2017,2610,2240,0.6,4,2,2240,2420000
2,5,10,3,2017,2120,1830,0.7,2,2,1830,2720000
3,5,10,3,2017,2740,2740,0.7,3,2,2740,2436000
3,5,10,3,2017,3230,2560,-0.1,3,2,2560,2415000
3,5,10,3,2007,1750,1520,0.6,5,2,1520,2156000
3,5,10,3,2017,2000,2320,0.6,3,2,2320,2574000
3,5,10,3,2017,1830,2120,0.1,4,2,2120,3036000
3,5,10,3,2007,2090,2280,0.4,3,2,2280,2548000
3,5,10,3,2017,2790,2160,0.1,3,2,2160,3250000
3,5,10,3,2009,2530,2070,0.3,4,2,2070,1696600
3,5,10,3,2017,1930,2320,0.1,4,2,2320,3016000
5,5,10,3,2007,2360,1800,-0.3,4,2,1800,1274000
3,5,10,3,2017,1940,2630,-0.9,3,2,2630,1742000
4,5,10,3,2012,2430,2412,-0.1,4,2,2412,1144000
4,5,10,3,2017,1910,2450,0.6,5,2,2450,2882000
3,5,10,3,2017,1820,2350,1,4,2,2350,3444000
4,5,10,3,2017,2290,1940,0.1,5,2,1940,3354000
3,5,10,3,2017,2110,2690,0.1,3,2,2690,3640000
3,5,10,3,2017,2530,3140,-0.1,4,2,3140,1331000
2,5,10,3,2017,2200,2850,0.7,3,2,2850,2583000
3,5,10,3,2017,3020,3060,0.6,4,2,3060,2618000
4,5,10,3,2008,2050,2340,0.6,3,2,2340,2178000
2,5,10,3,2017,1650,2100,0.1,3,2,2100,3094000
3,5,10,3,2017,2540,3750,0.3,5,2,3750,2040000
3,5,10,3,2017,2020,2790,-0.1,4,2,2790,1408000
3,5,10,3,2011,1960,2400,0.1,4,2,2400,2369000
4,5,10,3,2017,2760,2370,0.5,4,2,2370,2420000
3,5,10,3,2017,1730,2950,0.7,3,2,2950,2919000
4,5,10,3,2017,2610,1430,0.1,6,2,1430,2886000
